TEMPO_VIVE_NA_RUA;CONTATO_PARENTE_FORA_RUAS;DATA_NASCIMENTO;IDADE;SEXO;AUXILIO_BRASIL;POP_RUA;GRAU_INSTRUCAO;COR_RACA;Faixa da renda familiar per capita;VAL_REMUNERACAO_MES_PASSADO;CRAS;REGIONAL;FAIXA_DESATUALICACAO_CADASTRAL;MES_ANO_REFERENCIA
Mais de dez anos;Todo mes;23/05/1982;39;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;19 a 24 Meses;01/03/2022
Ate seis meses;Quase nunca;14/01/1996;26;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Mais de dez anos;Quase nunca;29/05/1981;40;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;10/03/1981;41;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Mais de dez anos;Toda semana;26/09/1986;35;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;ate 12 Meses;01/03/2022
Ate seis meses;Quase nunca;06/05/1969;52;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Nunca;23/03/1990;31;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;CRAS VILA BIQUINHAS;NORTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;27/07/1972;49;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Todo ano;30/06/1963;58;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Nunca;10/11/1972;49;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;24/05/1975;46;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;OESTE;19 a 24 Meses;01/03/2022
Entre cinco e dez anos;Todo mes;28/10/1968;53;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;180;CRAS PETROPOLIS;BARREIRO;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;31/12/1987;34;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;CRAS VILA NOSSA SENHORA DE FATIMA;CENTRO SUL;25 a 36 Meses;01/03/2022
Mais de dez anos;Quase nunca;27/09/1962;59;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;23/04/1981;40;MASCULINO;SIM;SIM;Medio completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Mais de dez anos;Quase nunca;05/08/1969;52;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;15/02/1985;37;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Todo mes;20/10/1971;50;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;25/11/1973;48;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Nunca;21/10/1982;39;MASCULINO;SIM;SIM;Medio completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;18/05/1970;51;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;PAMPULHA;37 a 48 Meses;01/03/2022
Entre seis meses e um ano;Quase nunca;17/02/1974;48;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Quase nunca;30/08/1983;38;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Todo mes;13/05/1980;41;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Mais de dez anos;Nunca;15/09/1983;38;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;400;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Todo mes;01/12/1972;49;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Quase nunca;08/11/1957;64;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Entre um e dois anos;Nunca;30/12/1982;39;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;ate 12 Meses;01/03/2022
Mais de dez anos;Todo mes;22/08/1971;50;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Quase nunca;26/08/1978;43;MASCULINO;SIM;SIM;Medio incompleto;Branca;Ate R$105.00;80;CRAS PROVIDENCIA;NORTE;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;22/02/1958;64;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Entre cinco e dez anos;Nunca;28/09/1980;41;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS VILA BIQUINHAS;NORTE;ate 12 Meses;01/03/2022
Ate seis meses;Nunca;15/08/2011;10;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;;ENDERECO FORA AREA CRAS;NOROESTE;13 a 18 Meses;01/03/2022
Mais de dez anos;Nunca;13/05/1979;42;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;06/11/1962;59;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;100;ENDERECO FORA AREA CRAS;PAMPULHA;ate 12 Meses;01/03/2022
Mais de dez anos;Quase nunca;04/03/1985;37;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;CRAS MANTIQUEIRA;VENDA NOVA;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Todo ano;09/04/1976;45;MASCULINO;SIM;SIM;Superior incompleto ou mais;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre seis meses e um ano;Todo mes;10/01/1979;43;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Nunca;15/09/1969;52;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;08/01/1976;46;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre dois e cinco anos;Todo ano;31/08/1965;56;MASCULINO;SIM;SIM;Medio completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;08/09/1967;54;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Entre dois e cinco anos;Nunca;19/05/1967;54;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Mais de dez anos;Todo mes;16/02/1970;52;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre seis meses e um ano;Nunca;01/07/1990;31;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;02/09/1964;57;MASCULINO;SIM;SIM;Medio incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;ate 12 Meses;01/03/2022
Mais de dez anos;Todo mes;19/01/1974;48;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;20/06/1956;65;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;23/07/1980;41;MASCULINO;SIM;SIM;Medio incompleto;Preta;Ate R$105.00;30;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Mais de dez anos;Nunca;26/08/1969;52;MASCULINO;SIM;SIM;Sem instrucao;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORDESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Quase nunca;05/03/1976;46;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Mais de dez anos;Toda semana;24/09/1990;31;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Toda semana;16/10/1981;40;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Todo dia;12/04/1971;50;FEMININO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;03/06/1973;48;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Entre cinco e dez anos;Nunca;05/12/1969;52;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Toda semana;29/01/1987;35;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;06/10/1981;40;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;70;ENDERECO FORA AREA CRAS;LESTE;13 a 18 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;22/12/1964;57;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;08/06/1973;48;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;18/10/1976;45;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Nunca;16/05/1975;46;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Ate seis meses;Toda semana;15/11/1982;39;FEMININO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Todo ano;11/08/1976;45;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NOROESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;01/06/1981;40;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Mais de dez anos;Toda semana;01/10/1970;51;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Quase nunca;20/04/1980;41;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Mais de dez anos;Toda semana;01/06/1993;28;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;BARREIRO;ate 12 Meses;01/03/2022
Entre um e dois anos;Nunca;18/11/1965;56;MASCULINO;SIM;SIM;Sem instrucao;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre um e dois anos;Toda semana;13/10/1986;35;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Todo mes;20/07/1978;43;MASCULINO;SIM;SIM;Medio incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;02/12/1980;41;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Ate seis meses;Todo ano;27/05/1954;67;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Todo mes;07/01/1989;33;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Toda semana;28/08/1983;38;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Entre um e dois anos;Todo mes;24/09/1982;39;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;04/05/1974;47;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Quase nunca;10/06/1971;50;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Todo ano;07/03/1969;53;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS VILA BIQUINHAS;NORTE;ate 12 Meses;01/03/2022
Entre um e dois anos;Toda semana;30/06/1980;41;FEMININO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;ate 12 Meses;01/03/2022
Ate seis meses;Quase nunca;05/12/1978;43;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;03/10/1972;49;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;BARREIRO;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;10/04/1986;35;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;20;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Mais de dez anos;Nunca;12/10/1979;42;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Quase nunca;08/10/1984;37;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Nunca;02/12/1991;30;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Ate seis meses;Nunca;02/07/1987;34;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;04/04/1967;54;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Entre um e dois anos;Nunca;26/10/1980;41;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Mais de dez anos;Quase nunca;07/06/1970;51;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;85;ENDERECO FORA AREA CRAS;LESTE;acima de 48 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;19/03/1981;40;FEMININO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre um e dois anos;Nunca;22/09/1969;52;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Todo mes;18/07/1982;39;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;1;ENDERECO FORA AREA CRAS;NOROESTE;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Nunca;30/11/1972;49;MASCULINO;SIM;SIM;Medio completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Mais de dez anos;Nunca;16/04/1974;47;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Nunca;08/03/1968;54;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORDESTE;ate 12 Meses;01/03/2022
Ate seis meses;Todo dia;19/03/1973;48;MASCULINO;SIM;SIM;Sem instrucao;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre cinco e dez anos;Todo dia;27/11/1977;44;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre um e dois anos;Nunca;05/02/1980;42;MASCULINO;SIM;SIM;Medio incompleto;Branca;Ate R$105.00;100;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Mais de dez anos;Nunca;12/12/1964;57;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;20/08/1983;38;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Nunca;05/07/1960;61;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Mais de dez anos;Quase nunca;14/08/1982;39;MASCULINO;SIM;SIM;Sem instrucao;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre um e dois anos;Nunca;11/06/1983;38;FEMININO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Todo ano;27/01/1987;35;MASCULINO;SIM;SIM;Medio incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;27/01/1992;30;FEMININO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Ate seis meses;Todo mes;08/10/1979;42;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO NAO GEORREFERENCIADO;ENDERECO NAO GEORREFERENCIADO;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;22/08/1978;43;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Nunca;27/12/1969;52;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;ate 12 Meses;01/03/2022
Entre um e dois anos;Toda semana;18/05/1969;52;MASCULINO;SIM;SIM;Sem instrucao;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre um e dois anos;Nunca;27/07/1980;41;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Ate seis meses;Nunca;23/04/1984;37;MASCULINO;SIM;SIM;Medio incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Ate seis meses;Quase nunca;10/03/1964;58;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Nunca;10/12/1990;31;FEMININO;SIM;SIM;Medio completo;Preta;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Nunca;23/08/1973;48;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;600;CRAS VILA BIQUINHAS;NORTE;25 a 36 Meses;01/03/2022
Mais de dez anos;Quase nunca;16/12/1980;41;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Mais de dez anos;Toda semana;13/10/1982;39;FEMININO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Mais de dez anos;Todo mes;22/01/1983;39;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;BARREIRO;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Todo ano;01/12/1962;59;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;300;ENDERECO FORA AREA CRAS;NOROESTE;37 a 48 Meses;01/03/2022
Mais de dez anos;Quase nunca;17/09/1975;46;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;30/08/1961;60;FEMININO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;13 a 18 Meses;01/03/2022
Mais de dez anos;Nunca;27/03/1986;35;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;200;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;25/04/1987;34;MASCULINO;SIM;SIM;Fundamental completo;Branca;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;acima de 48 Meses;01/03/2022
Entre cinco e dez anos;Toda semana;24/10/1961;60;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;100;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;28/07/1974;47;MASCULINO;SIM;SIM;Sem instrucao;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;16/12/1977;44;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Todo mes;07/01/1980;42;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;50;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Mais de dez anos;Quase nunca;05/07/1960;61;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Todo mes;17/04/1980;41;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;30;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Mais de dez anos;Toda semana;17/03/1993;28;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;300;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
