TEMPO_VIVE_NA_RUA;CONTATO_PARENTE_FORA_RUAS;DATA_NASCIMENTO;IDADE;SEXO;AUXILIO_BRASIL;POP_RUA;GRAU_INSTRUCAO;COR_RACA;Faixa da renda familiar per capita;VAL_REMUNERACAO_MES_PASSADO;CRAS;REGIONAL;FAIXA_DESATUALICACAO_CADASTRAL;MES_ANO_REFERENCIA
Entre seis meses e um ano;Nunca;28/08/1985;36;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Ate seis meses;Nunca;11/06/1984;37;MASCULINO;SIM;SIM;Medio incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Nunca;20/08/1968;53;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;40;CRAS VILA SENHOR DOS PASSOS;NOROESTE;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;20/02/1958;64;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORDESTE;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Todo mes;02/01/1956;66;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Mais de dez anos;Nunca;02/04/1974;47;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;50;ENDERECO NAO GEORREFERENCIADO;ENDERECO NAO GEORREFERENCIADO;ate 12 Meses;01/03/2022
Ate seis meses;Todo mes;08/12/1974;47;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Nunca;03/02/1976;46;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;16/01/1998;24;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Nunca;25/06/1985;36;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Mais de dez anos;Nunca;13/01/1986;36;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;80;CRAS VILA SENHOR DOS PASSOS;NOROESTE;37 a 48 Meses;01/03/2022
Mais de dez anos;Todo mes;26/03/1977;44;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Todo mes;21/01/1980;42;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;17/08/1992;29;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;13 a 18 Meses;01/03/2022
Ate seis meses;Quase nunca;26/07/1988;33;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Mais de dez anos;Nunca;18/02/1980;42;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;25;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre seis meses e um ano;Nunca;21/12/1995;26;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Ate seis meses;Todo mes;11/12/1978;43;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;60;CRAS VILA SENHOR DOS PASSOS;NOROESTE;37 a 48 Meses;01/03/2022
Entre um e dois anos;Nunca;21/04/1976;45;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Ate seis meses;Nunca;06/01/1981;41;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre seis meses e um ano;Todo mes;20/02/1998;24;FEMININO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;01/03/2022
Entre um e dois anos;Nunca;30/07/1973;48;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;75;CRAS VILA BIQUINHAS;NORTE;37 a 48 Meses;01/03/2022
Ate seis meses;Todo mes;24/06/1969;52;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Todo mes;10/11/1994;27;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;PAMPULHA;37 a 48 Meses;01/03/2022
Mais de dez anos;Nunca;08/04/1993;28;MASCULINO;SIM;SIM;Medio completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Ate seis meses;Nunca;25/05/1977;44;MASCULINO;SIM;SIM;Sem instrucao;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Toda semana;05/05/1980;41;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;37 a 48 Meses;01/03/2022
Ate seis meses;Todo ano;31/12/1966;55;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;CRAS VILA SAO JOSE;PAMPULHA;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;24/09/1981;40;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre um e dois anos;Todo ano;07/02/1981;41;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Nunca;14/11/1992;29;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;22/08/1985;36;FEMININO;SIM;SIM;Medio incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Ate seis meses;Todo mes;02/02/1968;54;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;19 a 24 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;17/08/1987;34;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Todo mes;14/10/1982;39;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;13 a 18 Meses;01/03/2022
Entre seis meses e um ano;Nunca;10/02/1957;65;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Quase nunca;15/11/1988;33;FEMININO;SIM;SIM;Medio completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;30/08/1958;63;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Toda semana;07/02/1989;33;MASCULINO;SIM;SIM;Medio incompleto;Preta;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;28/11/1966;55;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Mais de dez anos;Nunca;04/10/1982;39;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Todo ano;10/07/1958;63;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Ate seis meses;Todo dia;22/08/1989;32;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Quase nunca;08/11/1997;24;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;14/11/1987;34;MASCULINO;SIM;SIM;Sem instrucao;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre um e dois anos;Todo mes;18/12/1992;29;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre seis meses e um ano;Quase nunca;11/12/1975;46;MASCULINO;SIM;SIM;Medio completo;Branca;Ate R$105.00;25;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;13/06/1985;36;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;15/03/1985;36;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Nunca;19/07/1991;30;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Toda semana;24/07/1956;65;MASCULINO;SIM;SIM;Medio completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Nunca;03/09/1972;49;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre seis meses e um ano;Quase nunca;15/04/1979;42;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;08/07/1986;35;MASCULINO;SIM;SIM;Sem instrucao;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Nunca;25/11/1963;58;MASCULINO;SIM;SIM;Superior incompleto ou mais;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;24/10/1990;31;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;150;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre um e dois anos;Nunca;02/03/1981;41;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;12/10/1978;43;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;40;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre um e dois anos;Quase nunca;28/05/1977;44;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;BARREIRO;37 a 48 Meses;01/03/2022
Entre seis meses e um ano;Nunca;10/07/2003;18;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS ZILAH SPOSITO;NORTE;37 a 48 Meses;01/03/2022
Ate seis meses;Nunca;04/03/1966;56;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS ZILAH SPOSITO;NORTE;37 a 48 Meses;01/03/2022
Ate seis meses;Toda semana;15/02/1981;41;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;80;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Mais de dez anos;Nunca;22/12/1984;37;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;07/08/1994;27;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Toda semana;22/01/1985;37;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;01/03/2022
Ate seis meses;Todo mes;11/08/1970;51;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;400;CRAS MARIANO DE ABREU;LESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Todo mes;30/04/1957;64;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;27/11/1968;53;MASCULINO;SIM;SIM;Sem instrucao;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Ate seis meses;Todo mes;09/11/1988;33;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Ate seis meses;Nunca;25/04/1978;43;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;25/05/1986;35;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;40;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Nunca;28/08/1969;52;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;50;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre seis meses e um ano;Todo mes;04/09/1965;56;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORDESTE;25 a 36 Meses;01/03/2022
Entre seis meses e um ano;Quase nunca;20/07/1982;39;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS ZILAH SPOSITO;NORTE;ate 12 Meses;01/03/2022
Mais de dez anos;Quase nunca;30/12/1972;49;MASCULINO;SIM;SIM;Medio completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Mais de dez anos;Toda semana;27/08/1987;34;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;70;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Quase nunca;09/01/1965;57;MASCULINO;SIM;SIM;Fundamental completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORTE;ate 12 Meses;01/03/2022
Entre um e dois anos;Todo ano;14/09/1991;30;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre seis meses e um ano;Todo dia;04/09/1989;32;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Todo dia;26/06/1999;22;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;06/09/1973;48;MASCULINO;SIM;SIM;Medio completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;04/09/1987;34;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;22/02/1994;28;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre um e dois anos;Nunca;08/08/1975;46;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;01/03/2022
Mais de dez anos;Nunca;31/10/1982;39;MASCULINO;SIM;SIM;Medio completo;Amarela;Ate R$105.00;0;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;08/10/1982;39;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;19/11/1981;40;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre seis meses e um ano;Nunca;25/08/1973;48;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Nunca;31/07/1978;43;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;40;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Todo mes;20/12/1985;36;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;100;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;16/03/1960;61;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NOROESTE;37 a 48 Meses;01/03/2022
Entre seis meses e um ano;Toda semana;31/07/1964;57;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre um e dois anos;Quase nunca;26/04/1979;42;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Nunca;13/02/1975;47;MASCULINO;SIM;SIM;Fundamental completo;Branca;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;37 a 48 Meses;01/03/2022
Ate seis meses;Todo mes;07/03/1991;31;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;700;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre um e dois anos;Nunca;25/02/1984;38;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Todo dia;11/12/1987;34;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;100;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;28/01/1987;35;MASCULINO;SIM;SIM;Sem instrucao;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Entre dois e cinco anos;Nunca;02/12/1971;50;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Nunca;19/03/1988;33;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;200;ENDERECO FORA AREA CRAS;PAMPULHA;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Nunca;02/12/1986;35;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Nunca;08/03/1988;34;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;30;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;15/07/1982;39;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Mais de dez anos;Todo mes;21/12/1977;44;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Ate seis meses;Nunca;15/08/1982;39;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre um e dois anos;Nunca;07/09/1997;24;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;23/01/1968;54;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NOROESTE;ate 12 Meses;01/03/2022
Ate seis meses;Nunca;29/12/1984;37;MASCULINO;SIM;SIM;Superior incompleto ou mais;Preta;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;19 a 24 Meses;01/03/2022
Entre dois e cinco anos;Nunca;29/09/1980;41;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;40;ENDERECO FORA AREA CRAS;PAMPULHA;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Nunca;02/12/1974;47;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre seis meses e um ano;Nunca;30/05/1964;57;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;07/09/1994;27;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Mais de dez anos;Nunca;09/02/1973;49;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Todo ano;01/04/1987;34;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;ate 12 Meses;01/03/2022
Ate seis meses;Nunca;03/10/1969;52;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Entre um e dois anos;Nunca;11/12/1979;42;FEMININO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;CRAS NOVO OURO PRETO;PAMPULHA;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;14/09/1979;42;MASCULINO;SIM;SIM;Medio completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre seis meses e um ano;Nunca;25/04/1982;39;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Ate seis meses;Nunca;16/06/1971;50;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;85;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Todo mes;28/09/1978;43;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NOROESTE;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Nunca;23/05/1960;61;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;37 a 48 Meses;01/03/2022
Mais de dez anos;Nunca;30/06/1963;58;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS VILA BIQUINHAS;NORTE;ate 12 Meses;01/03/2022
Ate seis meses;Quase nunca;31/03/1973;48;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;37 a 48 Meses;01/03/2022
Entre seis meses e um ano;Nunca;19/02/1980;42;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;03/07/1972;49;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Ate seis meses;Nunca;16/07/1978;43;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Ate seis meses;Nunca;24/04/1991;30;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Toda semana;30/03/1971;50;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre um e dois anos;Nunca;07/03/1987;35;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;24/12/1970;51;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;CRAS VILA BIQUINHAS;NORTE;37 a 48 Meses;01/03/2022
